,ville_code_commune,duration_toulouse,distance_toulouse,base_duration_toulouse
1259,31274,4849,96415,4605
1260,31079,1697,25992,1632
1261,31316,5427,129003,5104
1262,31507,1951,24934,1779
1263,31417,1232,14565,1185
1264,31057,1989,20969,1889
1265,31069,925,6051,832
1266,31060,2882,48329,2708
1267,31098,2948,42139,2827
1268,31058,2023,31448,1895
1269,31199,5138,123449,4827
1270,31066,2141,37830,2049
1271,31124,3501,84023,3274
1272,31421,1343,20808,1300
1273,31505,3212,66376,3086
1274,31275,2974,43409,2843
1275,31478,3210,57820,3044
1276,31350,4780,87065,4591
1277,31287,1803,34102,1754
1278,31555,0,0,0
1279,31453,2665,44274,2509
1280,31203,1636,22186,1588
1281,31380,1995,42622,1853
1282,31086,3498,77545,3300
1283,31377,2264,39993,2119
1284,31300,4469,91723,4226
1285,31593,3514,70312,3452
1286,31524,6029,139996,5749
1287,31239,3861,69055,3644
1288,31581,2236,31821,2151
1289,31464,2756,45111,2670
1290,31082,2302,41363,2207
1291,31566,2397,40710,2251
1292,31161,1968,20628,1833
1293,31423,2867,47032,2790
1294,31583,2433,39088,2339
1295,31538,2687,46441,2638
1296,31587,1637,26048,1572
1297,31053,2360,45270,2285
1298,31105,2541,28655,2337
1299,31136,1787,28475,1723
1300,31373,4422,78121,4200
1301,31035,1356,14235,1257
1302,31054,2478,44177,2302
1303,31361,1629,36804,1590
1304,31502,4442,91155,4195
1305,31033,2581,37546,2421
1306,31319,3526,54411,3354
1307,31070,4779,88070,4575
1308,31406,3026,62642,2915
1309,31005,3283,74098,3089
1310,31513,4819,116206,4547
1311,31103,3464,59212,3296
1312,31110,3623,76260,3381
1313,31014,5794,110526,5565
1314,31471,5414,130028,5062
1315,31277,1899,27678,1831
1316,31092,5943,134110,5697
1317,31271,2529,23705,2324
1318,31573,1858,32550,1772
1319,31130,5163,122135,4873
1320,31567,2042,18508,1876
1321,31447,4962,101248,4729
1322,31341,1709,21772,1567
1323,31562,4368,91119,4140
1324,31356,2045,25153,1898
1325,31115,3927,67493,3855
1326,31512,2103,17419,1870
1327,31500,6490,145208,6177
1328,31151,1756,21310,1686
1329,31352,1637,21318,1563
1330,31051,2400,40313,2344
1331,31169,1767,18848,1693
1332,31565,4019,96835,3780
1333,31289,5175,122694,4891
1334,31046,5909,136867,5650
1335,31236,4960,97781,4739
1336,31223,3508,70299,3417
1337,31067,5718,131255,5424
1338,31083,3707,79754,3470
1339,31120,2144,30757,2070
1340,31026,3404,38477,3173
1341,31244,6450,144395,6191
1342,31547,1560,25436,1509
1343,31378,4493,92524,4182
1344,31284,1752,18595,1672
1345,31220,2885,48601,2748
1346,31529,3373,73665,3241
1347,31448,1828,17221,1751
1348,31302,5003,99052,4750
1349,31263,1861,28116,1762
1350,31141,4863,84323,4629
1351,31589,1971,31084,1802
1352,31121,4640,80540,4543
1353,31477,3755,80772,3513
1354,31515,1849,29482,1780
1355,31577,2464,37822,2375
1356,31128,2766,43844,2614
1357,31442,2554,38866,2397
1358,31441,2705,29620,2449
1359,31508,7045,151479,6769
1360,31032,1528,17896,1440
1361,31485,2554,38585,2380
1362,31238,4356,110770,4073
1363,31344,4193,97592,3955
1364,31225,3005,56079,2887
1365,31486,1905,32908,1841
1366,31588,1442,21129,1394
1367,31444,2939,40684,2658
1368,31090,3280,60872,3186
1369,31572,1909,28223,1794
1370,31074,1679,27974,1596
1371,31430,3886,104424,3651
1372,31488,1356,15399,1286
1373,31510,4863,96939,4529
1374,31440,3719,82678,3496
1375,31308,4826,117392,4506
1376,31497,1760,19200,1676
1377,31426,4498,113462,4191
1378,31163,1919,15678,1689
1379,31155,4176,89403,3971
1380,31022,1170,10544,1115
1381,31539,4579,112604,4313
1382,31100,2872,49361,2744
1383,31224,4375,110528,4088
1384,31548,5440,130183,5098
1385,31412,4411,82096,4215
1386,31216,1722,32331,1653
1387,31037,2624,44265,2473
1388,31096,3483,48524,3163
1389,31416,2223,48413,2170
1390,31364,1863,18073,1798
1391,31253,1621,28019,1568
1392,31368,2247,40879,2090
1393,31516,1608,21258,1517
1394,31561,1337,14763,1266
1395,31402,2072,23904,1971
1396,31389,1238,16424,1176
1397,31431,5605,111043,5383
1398,31558,2691,47089,2549
1399,31164,2850,36474,2597
1400,31490,1371,17751,1312
1401,31118,1611,25022,1546
1402,31310,2633,45662,2494
1403,31549,6450,144395,6191
1404,31506,1544,15645,1497
1405,31010,6028,139996,5749
1406,31559,6402,146097,6099
1407,31568,2298,34946,2173
1408,31187,1929,30552,1879
1409,31327,3187,67539,3008
1410,31254,1437,15655,1365
1411,31267,3845,66957,3642
1412,31518,2220,39698,2151
1413,31276,5133,120700,4849
1414,31459,1891,34746,1804
1415,31205,1393,17553,1292
1416,31099,2672,47551,2528
1417,31429,1726,18415,1653
1418,31322,3697,65464,3515
1419,31162,1987,30048,1863
1420,31414,3622,76657,3476
1421,31553,2308,30029,2091
1422,31315,3546,80591,3341
1423,31192,1832,29935,1727
1424,31295,4956,97834,4648
1425,31065,2264,40835,2182
1426,31435,2262,36678,2194
1427,31331,2282,24802,2135
1428,31047,2937,56961,2835
1429,31018,3526,82321,3301
1430,31138,4716,94549,4412
1431,31157,1278,17455,1239
1432,31114,4089,87543,3889
1433,31329,2761,48815,2626
1434,31268,4814,96282,4559
1435,31325,2806,30910,2552
1436,31452,4193,97592,3955
1437,31080,4647,85752,4451
1438,31278,4350,89296,4102
1439,31210,2130,38517,1997
1440,31148,1971,29184,1861
1441,31001,3789,68916,3619
1442,31439,1998,32075,1896
1443,31382,2752,46675,2680
1444,31200,4940,121505,4628
1445,31189,2865,47854,2794
1446,31168,3545,77451,3398
1447,31403,1876,29654,1803
1448,31321,3893,78825,3632
1449,31400,3670,63212,3495
1450,31504,3572,84292,3333
1451,31097,3220,57197,3106
1452,31251,3444,69900,3379
1453,31024,2301,35089,2172
1454,31314,3152,71553,2950
1455,31152,3987,69083,3906
1456,31288,2790,45316,2666
1457,31482,4260,72527,4207
1458,31101,2209,34084,2169
1459,31396,1979,38241,1893
1460,31085,5681,133313,5314
1461,31564,4726,114764,4396
1462,31545,3934,86673,3711
1463,31428,3319,67701,3261
1464,31335,7045,151479,6769
1465,31280,2908,55641,2806
1466,31172,4555,79383,4461
1467,31443,3982,73568,3795
1468,31088,1316,17925,1269
1469,31175,3945,89626,3700
1470,31372,3794,84694,3581
1471,31055,2523,45915,2399
1472,31050,3796,84649,3594
1473,31204,3204,70281,3084
1474,31043,5346,124433,5060
1475,31386,3514,77851,3303
1476,31473,2755,33637,2576
1477,31039,3662,76032,3506
1478,31353,3174,49813,3107
1479,31542,4515,112291,4225
1480,31173,2818,53327,2712
1481,31527,2919,52083,2796
1482,31309,3377,68631,3318
1483,31546,2235,41302,2131
1484,31514,2152,39799,2022
1485,31411,1306,11860,1257
1486,31489,1758,28753,1643
1487,31272,3875,66900,3665
1488,31133,7034,151643,6749
1489,31044,1217,6790,1095
1490,31013,4602,103063,4349
1491,31480,2086,17445,1944
1492,31104,1797,39256,1757
1493,31283,3078,49054,3017
1494,31285,1921,16534,1776
1495,31465,6910,150318,6634
1496,31020,4280,93599,4063
1497,31109,4208,86901,3909
1498,31071,2625,56104,2569
1499,31371,3788,64106,3607
1500,31072,3737,68084,3549
1501,31313,5102,110231,4828
1502,31266,2805,46876,2748
1503,31468,3780,80870,3630
1504,31226,3301,60387,3179
1505,31229,2443,52890,2393
1506,31198,3178,72168,2973
1507,31363,4513,79490,4275
1508,31422,3389,69119,3232
1509,31337,6280,140160,6019
1510,31362,3894,69354,3783
1511,31404,7004,153188,6674
1512,31379,2391,46367,2320
1513,31336,3280,78580,3074
1514,31467,1521,20322,1459
1515,31076,4550,110191,4291
1516,31282,1322,12677,1257
1517,31461,4121,88447,3907
1518,31424,1369,14800,1308
1519,31536,5038,97381,4738
1520,31281,2578,32460,2358
1521,31034,3622,77941,3396
1522,31197,4617,114244,4340
1523,31415,3960,82969,3718
1524,31049,1888,31194,1802
1525,31392,2399,35649,2253
1526,31142,5849,137269,5580
1527,31269,1676,29001,1627
1528,31462,1459,16616,1380
1529,31245,4989,102423,4695
1530,31132,5869,136627,5611
1531,31580,1488,21999,1443
1532,31125,7313,154475,7000
1533,31591,3966,80520,3699
1534,31063,3561,75600,3408
1535,31326,3289,57734,3097
1536,31399,1628,36804,1590
1537,31003,1840,15817,1698
1538,31212,1404,26252,1332
1539,31146,7631,155420,7405
1540,31410,1647,17261,1587
1541,31569,3857,53812,3726
1542,31273,1897,20348,1814
1543,31445,1301,8703,1166
1544,31131,5190,104619,4868
1545,31027,2450,38233,2293
1546,31170,4612,81787,4377
1547,31233,1950,31242,1810
1548,31134,3852,80733,3637
1549,31576,2230,33911,2127
1550,31385,5326,123511,5045
1551,31451,3941,68693,3823
1552,31119,3113,63084,3022
1553,31534,2550,26364,2348
1554,31036,1762,18595,1672
1555,31091,1375,18539,1313
1556,31207,4925,119350,4618
1557,31247,4337,100942,4055
1558,31111,3289,57734,3097
1559,31592,2416,31280,2211
1560,31248,1636,24823,1548
1561,31094,2212,37097,2117
1562,31324,2955,65059,2769
1563,31191,4781,95801,4553
1564,31040,5563,132788,5262
1565,31554,3775,83007,3559
1566,31102,2759,33279,2607
1567,31407,1403,26252,1332
1568,31521,4263,89343,4029
1569,31059,3804,78433,3531
1570,31293,1242,17536,1178
1571,31297,1731,25419,1685
1572,31348,5378,107391,5073
1573,31318,3306,74098,3089
1574,31528,4586,93008,4269
1575,31323,4331,101723,4037
1576,31391,3088,75518,2890
1577,31042,6481,145208,6177
1578,31366,1993,24700,1898
1579,31129,6779,149272,6501
1580,31434,7132,153333,6811
1581,31143,4506,112997,4206
1582,31015,5660,132630,5365
1583,31294,4324,100631,4078
1584,31242,7092,154077,6767
1585,31342,4885,99144,4656
1586,31017,5605,132038,5304
1587,31064,6718,149085,6444
1588,31520,3290,64082,3211
1589,31019,6902,148160,6684
1590,31222,6340,142300,6103
1591,31221,7089,154603,6677
1592,31235,5556,132788,5262
1593,31068,7683,157049,7416
1594,31425,3169,66366,3008
1595,31370,3187,69419,3042
1596,31147,4250,107634,3974
1597,31481,2216,34311,2140
1598,31365,3972,67353,3797
1599,31062,3184,41407,2946
1600,31475,1811,31455,1769
1601,31398,5232,94357,5001
1602,31393,2979,48032,2786
1603,31052,2332,34486,2181
1604,31177,5665,131035,5375
1605,31494,4311,75366,4096
1606,31211,1857,17586,1791
1607,31543,3542,67158,3461
1608,31334,1687,34650,1644
1609,31250,2684,55674,2609
1610,31472,4709,114836,4385
1611,31408,4734,105737,4467
1612,31193,2858,62985,2714
1613,31387,3044,67082,2900
1614,31375,3161,56668,2987
1615,31093,2970,38417,2707
1616,31498,5211,94542,5005
1617,31028,3603,77987,3356
1618,31011,4483,92792,4263
1619,31369,5218,123209,4892
1620,31449,4626,104142,4372
1621,31180,3265,56732,3055
1622,31563,2182,30233,2072
1623,31413,2611,34008,2361
1624,31232,1978,30541,1891
1625,31073,2761,43108,2642
1626,31202,2421,35034,2325
1627,31126,2638,38302,2525
1628,31496,2306,44374,2220
1629,31358,1726,29298,1643
1630,31265,3193,42873,2958
1631,31570,3068,51054,2859
1632,31450,2342,40989,2135
1633,31420,1142,17234,1102
1634,31218,5118,93202,4915
1635,31144,5448,128425,5137
1636,31317,2619,55168,2544
1637,31290,5897,136867,5650
1638,31571,2402,44286,2288
1639,31533,1438,24546,1394
1640,31487,5053,99993,4760
1641,31270,3929,89804,3659
1642,31217,5296,111839,5033
1643,31586,5025,119321,4725
1644,31519,2469,43319,2293
1645,31186,1322,12677,1257
1646,31165,2147,30182,2036
1647,31388,1753,29743,1641
1648,31025,1631,17494,1544
1649,31427,3731,87419,3495
1650,31328,2218,34403,2009
1651,31320,2040,42127,1995
1652,31347,3736,68787,3549
1653,31209,2490,36276,2392
1654,31184,1652,12666,1506
1655,31117,1596,18218,1492
1656,31075,1672,32507,1624
1657,31122,3175,64013,3094
1658,31002,2762,46796,2609
1659,31231,2682,41812,2528
1660,31530,3017,65967,2851
1661,31495,2094,33294,1963
1662,31240,2147,32794,2031
1663,32280,5029,93078,4851
1664,32354,6853,132036,6653
1665,32442,5912,101182,5710
1666,32345,6474,111501,6197
1667,32017,8504,245966,8369
1668,32271,8119,153240,7867
1669,32447,3358,62839,3243
1670,32149,6537,122196,6385
1671,32409,5670,100701,5486
1672,32048,4475,80222,4347
1673,32292,6318,118599,6118
1674,32343,5437,107299,5271
1675,32052,5488,109518,5316
1676,32180,6764,126715,6589
1677,32115,6092,116797,5907
1678,32119,6786,127499,6557
1679,32033,5538,109403,5364
1680,32075,6070,115596,5876
1681,32118,4574,82473,4435
1682,32263,5354,95846,5196
1683,32104,5118,93276,4959
1684,32443,7235,138450,7020
1685,32250,4531,82408,4400
1686,32218,6994,135081,6788
1687,32112,3863,71383,3671
1688,32059,4984,99420,4812
1689,32379,2598,49736,2492
1690,32062,6787,131265,6628
1691,32320,4546,104120,4214
1692,32072,6212,116307,5963
1693,32203,6686,125999,6502
1694,32376,3972,73314,3874
1695,32254,4987,91723,4825
1696,32412,3432,65384,3323
1697,32377,3025,57441,2947
1698,32023,4179,77270,4039
1699,32065,4819,95939,4628
1700,32042,5863,106013,5743
1701,32109,7032,129263,6786
1702,32431,4334,79261,4193
1703,32463,8450,153982,8152
1704,32186,4227,76610,4073
1705,32240,6399,119444,6075
1706,32425,2054,34234,1959
1707,32067,5160,92957,5028
1708,32152,7168,177060,6946
1709,32087,8029,152354,7784
1710,32213,2915,53618,2800
1711,32294,5699,108558,5549
1712,32407,3404,62408,3233
1713,32214,7246,137716,7049
1714,32007,2785,54339,2714
1715,32009,6583,122672,6313
1716,32177,5583,99479,5432
1717,32172,5143,93174,4987
1718,32327,4739,87786,4603
1719,32205,6444,121084,6159
1720,32388,2989,55578,2870
1721,32361,5339,98073,5224
1722,32136,7592,143469,7385
1723,32197,6664,154281,6419
1724,32004,8118,150019,7894
1725,32248,4925,73758,4801
1726,32416,3334,61983,3226
1727,32066,4522,82473,4380
1728,32392,3616,65519,3442
1729,32131,3821,94270,3494
1730,32154,3869,69722,3744
1731,32145,8437,157546,8271
1732,32355,6398,113192,6224
1733,32312,4298,78585,4128
1734,32225,7382,129028,7109
1735,32188,5619,99050,5483
1736,32303,6452,120326,6207
1737,32001,6659,128615,6473
1738,32324,5934,106422,5807
1739,32298,3706,69591,3505
1740,32276,3241,59882,3066
1741,32315,6511,120806,6272
1742,32233,6847,126481,6516
1743,32410,2693,51706,2592
1744,32304,5362,95590,5239
1745,32216,5039,89582,4842
1746,32375,5682,101746,5520
1747,32306,5306,92475,5174
1748,32301,4449,87201,4304
1749,32328,5425,132269,5129
1750,32232,4042,74315,3941
1751,32336,3054,58388,2924
1752,32223,5070,111857,4722
1753,32084,4722,70020,4580
1754,32158,4725,108391,4390
1755,32457,4692,84008,4552
1756,32251,4829,95370,4660
1757,32291,7928,148008,7740
1758,32421,2806,52432,2701
1759,32434,7254,137709,7060
1760,32079,7642,171480,7405
1761,32244,7842,147314,7651
1762,32440,7438,140447,7236
1763,32077,6083,113193,5835
1764,32032,5998,113529,5732
1765,32054,4549,91320,4377
1766,32231,5424,105155,5259
1767,32247,2638,50856,2522
1768,32261,2736,53373,2625
1769,32321,3288,60580,3099
1770,32398,8278,156219,8080
1771,32316,4524,87693,4320
1772,32367,6202,116699,5926
1773,32063,7077,135363,6881
1774,32184,4575,82461,4474
1775,32160,1931,35976,1861
1776,32451,3670,67554,3486
1777,32105,2185,40771,2121
1778,32417,5757,100795,5614
1779,32183,3677,71175,3526
1780,32363,6429,113729,6266
1781,32153,4245,76962,4132
1782,32108,8867,251758,8726
1783,32039,7287,178561,7065
1784,32423,6556,125008,6394
1785,32289,3289,63072,3143
1786,32462,5422,105155,5259
1787,32226,6493,115670,6307
1788,32050,7220,126578,6952
1789,32086,6844,120457,6615
1790,32384,4262,86517,4106
1791,32027,8786,258757,8690
1792,32406,3630,66662,3458
1793,32313,4178,60968,3819
1794,32164,6939,128223,6672
1795,32187,5350,98692,5206
1796,32326,5920,112060,5665
1797,32040,3202,60621,3091
1798,32029,4741,94115,4573
1799,32302,4723,86410,4581
1800,32018,3072,57645,2975
1801,32078,4976,113134,4587
1802,32215,5142,95315,4974
1803,32260,4222,78302,4045
1804,32404,6236,107025,6042
1805,32146,4669,106257,4315
1806,32325,7326,139470,7124
1807,32466,5665,101591,5518
1808,32102,5273,104525,5093
1809,32069,3416,63872,3241
1810,32095,6200,147080,5979
1811,32368,4553,87769,4358
1812,32209,7926,148631,7698
1813,32175,7393,135344,7092
1814,32454,4368,79011,4258
1815,32168,7333,166376,7091
1816,32426,4670,87552,4523
1817,32071,5155,99258,5018
1818,32096,7548,145527,7359
1819,32428,3762,69326,3616
1820,32322,2538,48647,2436
1821,32441,4046,74315,3941
1822,32043,5719,111648,5526
1823,32351,5954,116096,5779
1824,32337,4900,90466,4707
1825,32025,7074,135706,6928
1826,32220,7733,144945,7512
1827,32400,6510,113161,6304
1828,32378,8175,153563,7973
1829,32189,8213,156932,7989
1830,32114,6159,109466,5961
1831,32016,2153,40634,2071
1832,32192,8746,250493,8617
1833,32299,6246,118225,6078
1834,32329,4933,95888,4717
1835,32258,4071,75089,3934
1836,32144,6523,122130,6283
1837,32352,5382,105064,5225
1838,32456,5638,111944,5458
1839,32290,7009,160398,6777
1840,32058,7149,125685,6960
1841,32446,6403,115281,6207
1842,32305,7194,139366,7009
1843,32282,3820,74773,3680
1844,32419,6064,106393,5921
1845,32262,2374,46333,2291
1846,32360,5483,109518,5316
1847,32013,4086,77105,3926
1848,32107,6176,146588,5959
1849,32113,6798,130029,6651
1850,32300,4574,82473,4435
1851,32049,7077,135363,6881
1852,32122,5393,98811,5279
1853,32139,4637,68003,4305
1854,32127,7512,144911,7288
1855,32353,3748,66095,3567
1856,32230,5976,113209,5797
1857,32148,2272,46691,2178
1858,32045,5777,104840,5610
1859,32098,2464,46844,2363
1860,32041,4806,86818,4657
1861,32269,3936,71598,3789
1862,32270,3747,66905,3559
1863,32383,7414,135093,7113
1864,32181,6721,119269,6497
1865,32256,5476,100160,5310
1866,32245,8247,150036,7942
1867,32317,6621,124389,6381
1868,32212,5418,131547,5137
1869,32024,5127,101554,4939
1870,32161,7519,141265,7304
1871,32227,6727,129145,6572
1872,32002,3686,65196,3554
1873,32266,4590,81137,4465
1874,32311,5462,131565,5194
1875,32092,2490,47172,2404
1876,32176,6184,105321,5959
1877,32074,7976,145288,7656
1878,32195,5339,118665,5034
1879,32356,2968,58471,2866
1880,32331,4078,80253,3925
1881,32238,6212,111600,6006
1882,32365,4558,84011,4366
1883,32090,2312,44425,2215
1884,32080,6051,145268,5849
1885,32036,7008,129948,6713
1886,32348,4597,88294,4389
1887,32111,6617,123638,6349
1888,32455,6983,124138,6794
1889,32438,4341,79861,4185
1890,32448,2956,55022,2816
1891,32047,5489,131737,5236
1892,32038,2281,44467,2200
1893,32133,7048,159623,6804
1894,32319,7336,135459,7036
1895,32034,6269,113043,6097
1896,32221,3410,65858,3261
1897,32239,6370,105603,6134
1898,32278,6100,109157,5939
1899,32005,7357,138410,7155
1900,32344,7871,148226,7670
1901,32206,3367,54238,3293
1902,32229,3617,66975,3507
1903,32405,5341,94231,5216
1904,32022,6713,127364,6550
1905,32026,4177,74965,4070
1906,32012,3147,59072,3039
1907,32386,3303,60942,3143
1908,32468,4437,82326,4267
1909,32208,5616,97856,5416
1910,32432,2626,45776,2548
1911,32171,2383,46548,2292
1912,32362,7280,134213,6978
1913,32393,6010,108398,5815
1914,32198,3984,71014,3871
1915,32157,3371,63171,3238
1916,32156,5345,97959,5199
1917,32394,5453,101005,5314
1918,32081,6528,125001,6341
1919,32314,3815,93215,3481
1920,32420,2943,55700,2830
1921,32402,5228,102310,5069
1922,32308,2912,49452,2845
1923,32099,7476,131191,7201
1924,32242,5010,93286,4888
1925,32126,6838,121019,6635
1926,32167,6278,112864,6067
1927,32372,2587,50313,2505
1928,32106,2641,52311,2563
1929,32235,6673,128058,6502
1930,32284,3056,58643,2908
1931,32020,6774,119005,6567
1932,32200,4612,85444,4449
1933,32207,3684,71175,3526
1934,32252,6378,114140,6154
1935,32030,6166,116839,5907
1936,32293,5344,101839,5110
1937,32003,4756,92853,4581
1938,32082,5337,118665,5034
1939,32359,3722,68513,3614
1940,32135,7058,135639,6854
1941,32217,6480,121997,6240
1942,32121,2116,41687,2021
1943,32401,6104,106219,5901
1944,32132,5035,88133,4918
1945,32444,2675,50493,2592
1946,32170,8482,159518,8306
1947,32450,6868,127163,6585
1948,32094,7164,136478,6974
1949,32015,5672,100701,5486
1950,32268,2110,41754,2032
1951,32037,6713,128623,6547
1952,32178,5685,110259,5513
1953,32243,8086,153783,7862
1954,32415,6760,117948,6460
1955,32350,6494,109332,6287
1956,32396,5423,129279,5154
1957,32057,6346,110819,6102
1958,32019,4423,82729,4275
1959,32414,7874,147200,7688
1960,32318,4250,79144,4146
1961,32335,4053,74315,3941
1962,32162,4681,93405,4527
1963,32173,3528,66035,3407
1964,32374,3820,69001,3629
1965,32150,4238,77017,4137
1966,32068,4480,79531,4351
1967,32185,4771,86817,4582
1968,32459,5705,109393,5513
1969,32201,4729,84333,4574
1970,32169,4838,89426,4694
1971,32236,7340,140995,7116
1972,32395,4822,108516,4446
1973,32281,6407,113741,6235
1974,32296,6982,134611,6783
1975,32070,7619,144650,7405
1976,32140,3479,63658,3288
1977,32204,4878,95639,4706
1978,32151,7925,143161,7602
1979,32399,3152,57697,2991
1980,32338,6187,118163,5966
1981,32391,5457,131955,5201
1982,32267,4592,82868,4433
1983,32279,3872,72739,3677
1984,32433,3987,72885,3796
1985,32097,5849,114484,5679
1986,32056,3445,62496,3305
1987,32219,6188,119357,6001
1988,32357,2921,54926,2828
1989,32147,2762,51980,2658
1990,32116,6312,111477,6101
1991,32060,4722,86475,4556
1992,32347,4668,88811,4475
1993,32381,4790,94093,4633
1994,32093,8008,149486,7822
1995,32422,6423,119967,6175
1996,32031,6221,117685,6045
1997,32439,8116,151333,7919
1998,32411,4519,81806,4380
1999,32339,2369,45270,2285
2000,32264,7769,149297,7545
2001,32143,5602,135842,5390
2002,32449,8213,154704,7989
2003,32389,5833,104401,5689
2004,32370,4817,109658,4465
2005,32297,2625,50767,2513
2006,32061,3380,63125,3258
2007,32123,2695,53025,2587
2008,32334,1659,29124,1606
2009,32445,7596,136565,7292
2010,32138,3339,61092,3148
2011,32130,4088,74125,3948
2012,32435,2912,55885,2818
2013,32101,4772,77793,4642
2014,32287,4294,79130,4123
2015,32083,4989,99319,4818
2016,32364,4708,106575,4333
2017,32103,5693,101297,5522
2018,32283,7343,125983,7117
2019,32141,4194,75026,4015
2020,32088,5885,114269,5705
2021,32385,4500,81808,4351
2022,32464,7053,124670,6794
2023,32452,4629,69044,4281
2024,32117,3872,79052,3713
2025,32085,4525,105364,4158
2026,32330,7604,138892,7281
2027,32044,5889,114645,5748
2028,32166,5622,108927,5442
2029,32310,7737,144773,7550
2030,32358,3501,88265,3167
2031,32091,4289,84929,4151
2032,32076,3581,67915,3450
2033,32346,5529,107534,5351
2034,32046,8907,252717,8779
2035,32202,7589,144379,7397
2036,32255,4410,81665,4305
2037,32349,2595,48124,2492
2038,32055,4256,75196,4130
2039,32436,3931,60196,3763
2040,32332,5639,109778,5450
2041,32196,5241,103288,5065
2042,32272,5704,103265,5582
2043,32460,8020,150719,7788
2044,32064,6531,125200,6334
2045,32437,7295,139070,7112
2046,32371,4628,104563,4299
2047,32373,6172,110704,5998
2048,32182,3006,55877,2877
2049,32424,8516,244542,8384
2050,32199,7262,138119,7070
2051,32465,4147,74695,3955
2052,32285,5623,106726,5363
2053,32124,3373,62183,3149
2054,32008,7376,133959,7050
2055,32273,6743,120699,6551
2056,32265,5899,112891,5647
2057,32453,4300,79960,4194
2058,32427,7512,130225,7317
2059,32237,3529,66709,3357
2060,32397,5911,106064,5744
2061,32211,7388,142302,7178
2062,32275,6591,116926,6406
2063,32403,6734,126217,6499
2064,32051,2836,54431,2707
2065,32241,6110,104928,5897
2066,32190,5759,112276,5569
2067,32249,3251,61823,3149
2068,32014,3717,69168,3525
2069,32089,4399,87315,4254
2070,32380,7662,143888,7455
2071,32234,2191,41371,2093
2072,32174,7396,135882,7096
2073,32461,8713,247129,8588
2074,32165,3041,56258,2928
2075,32341,5446,99270,5303
2076,32191,7662,143888,7455
2077,32193,7501,143595,7281
2078,32286,4752,92014,4541
2079,32163,7669,140384,7349
2080,32194,6604,126534,6437
2081,32035,5281,104345,5108
2082,32382,4792,95821,4648
2083,32246,7915,149962,7679
2084,32155,8090,150961,7900
2085,32134,2412,45554,2322
2086,32110,6190,119683,5983
2087,32128,5636,105435,5416
2088,32125,6716,129589,6578
2089,32387,2948,56502,2828
2090,32053,4952,90302,4812
2091,32390,7603,143334,7416
2092,32120,2635,50306,2507
2093,32277,3302,60446,3124
2094,32028,6264,112023,6091
2095,32228,5054,93467,4888
2096,32307,4572,81453,4407
2097,32413,4219,78302,4045
2098,32142,4518,83272,4413
2099,32408,6921,134734,6734
2100,32333,8371,243531,8236
2101,32073,7019,133577,6867
2102,32340,6929,132289,6776
2103,32323,6012,109143,5842
2104,32342,7197,126876,7007
2105,32467,3317,62419,3192
2106,32257,5275,100115,5115
2107,32129,4227,63349,4083
2108,32309,3610,65144,3417
2109,32369,6884,132248,6746
2110,32021,3876,69106,3739
2111,32159,5098,98968,4929
2112,32210,1524,29477,1460
2113,32288,2985,56675,2876
2114,32224,5716,109308,5536
2115,32274,8093,153492,7855
2116,32430,4701,86135,4551
2117,32010,5346,96608,5207
2118,32366,4045,73755,3933
2119,32458,7210,139412,7025
2120,32418,3294,59820,3109
2121,32295,2721,51792,2592
2122,32429,5374,130294,5099
2123,32222,7620,142913,7414
2124,32253,4300,98585,3978
2125,32100,6357,122522,6162
2126,46076,8052,185826,7722
2127,46241,6897,163163,6534
2128,46177,7521,178133,7142
2129,46081,7231,145267,6856
2130,46008,6438,139326,6240
2131,46164,6646,141654,6442
2132,46198,7656,144569,7454
2133,46284,7986,184205,7687
2134,46214,6018,131185,5856
2135,46230,6756,128830,6500
2136,46223,6193,134653,6043
2137,46322,5075,115849,4882
2138,46161,8971,204877,8799
2139,46038,8006,185340,7681
2140,46187,6578,146436,6370
2141,46248,5149,121090,5010
2142,46069,5140,116358,5029
2143,46122,7875,186888,7575
2144,46018,5899,151834,5568
2145,46278,5875,135757,5691
2146,46092,6089,132664,5899
2147,46097,7946,185285,7615
2148,46218,6869,144987,6574
2149,46011,7701,179874,7389
2150,46023,4344,91237,4158
2151,46162,6691,138240,6345
2152,46220,7165,176061,6640
2153,46137,4720,113065,4495
2154,46176,6560,166186,6262
2155,46207,8353,200343,8089
2156,46062,6375,138635,6115
2157,46157,7644,144840,7399
2158,46232,8009,192055,7539
2159,46154,6061,117428,5791
2160,46337,6943,174967,6432
2161,46085,8429,199907,8191
2162,46270,6589,127770,6328
2163,46102,7621,185814,7306
2164,46117,8361,190200,8084
2165,46227,6172,123366,5911
2166,46071,9118,202966,8815
2167,46247,5820,117529,5586
2168,46084,7700,186321,7206
2169,46012,7439,176658,7066
2170,46206,5305,102950,4908
2171,46267,6060,141614,5843
2172,46172,4419,106296,4229
2173,46171,6541,141346,6299
2174,46194,7459,164203,7170
2175,46307,7168,134503,6821
2176,46135,9019,205888,8853
2177,46174,8719,201759,8495
2178,46281,7556,178187,7203
2179,46124,8042,185826,7722
2180,46030,6835,165942,6467
2181,46136,5993,132348,5796
2182,46257,7425,164828,7086
2183,46280,5954,131470,5784
2184,46057,7707,185274,7415
2185,46305,6240,141491,6074
2186,46273,7926,182950,7628
2187,46192,7644,179652,7311
2188,46251,7926,182950,7628
2189,46321,7212,134303,6863
